ddyg,dosage_and_administration,drug_properties,flavor_and_meridian_tropism,functions_of_curing,latin,medicinal_parts,name,nmedicinal_partsame,other_name,pinyin,plant,process,production_place,taboos,type_
《神农本草经》,内服：煎汤，10～15g，宜打碎先煎；研末，每次2～3g；或入丸、散。外用：适量，煅后研末调敷。,略呈三角形或扇形，长4～5cm，高3～4cm。壳外面隆起，有棕褐色茸毛或已脱落；壳顶突出，向内卷曲；自壳顶至腹面有延伸的放射肋30～34条。壳内面平滑，白色，壳缘有与壳外面直楞相对应的凹陷，铰合部具小齿1列。质坚。无臭，味淡。,平；咸；归肺、胃、肝经,消痰化瘀，软坚散结，制酸止痛。用于瘰疬，瘿瘤，?L瘕痞块，肝胃不和，胃痛泛酸。,Concha Arcae,贝壳,瓦楞子,贝壳,蚶壳、蚶子壳、魁蛤壳、血蛤皮,WA LENG ZI,,秋、冬至次年春捕捞。洗净，置沸水中略煮，去肉，干燥。,沿海地区,,化痰止咳平喘药
《神农本草经》,内服：煎汤，15～30g，先煎；或入丸、散。外用：适量，研末干撒或调敷。,近江牡蛎：呈圆形、卵圆形或三角形等。右壳外面稍不平，有灰、紫、棕、黄等色，环生同心鳞片，幼体者鳞片薄而脆，多年生长后鳞片层层相叠，内面白色，边缘有的淡紫色。长牡蛎：呈长片状，背腹缘几平行，长10～50cm，高4～15cm。右壳较小，鳞片坚厚，层状或层纹状排列。壳外面平坦或具数个凹陷，淡紫色、灰白色或黄褐色；内面瓷白色，壳顶二侧无小齿。左壳凹陷深，鳞片较右壳粗大，壳顶附着面小。质硬，断面层状，洁白。无臭，味微咸。大连湾牡蛎：呈类三角形，背腹缘呈八字形。右壳外面淡黄色，具疏松的同心鳞片，鳞片起伏成波浪状，内面白色。左壳同心鳞片坚厚，自壳顶部放射肋数个，明显，内面凹下呈盒状，铰合面小。,微寒；咸；归肝、胆、肾经,平肝潜阳，软坚散结，收敛固涩。用于惊悸失眠，眩晕耳鸣，瘰疬痰核，?L瘕痞块。,Concha Ostreae,贝壳,牡蛎,贝壳,蛎蛤、左顾牡蛎、牡蛤、海蛎子壳、海蛎子皮、左壳,MU LI,,全年均可采集。去肉，洗净，晒干。,我国沿海一带均产,不宜多服久服，以免引起便秘和消化不良。,平肝息风药
《神农本草经》,内服：煎汤，3～9g；或入丸、散。,本品呈椭圆形，两端略尖，长1.2～2cm，直径1～1.3cm。表面棕色或灰棕色，有纵向凹凸不平的突起棱线13～20条，顶端有花被残基，基部常残存果梗。果皮薄而稍韧，与种子紧贴，种子集结成团，中有隔膜将种子团分为3瓣，每瓣有种子6～11粒。种子呈不规则的扁圆形，略有钝棱，直径约3mm，表面灰褐色或灰黄色，外被淡棕色膜质的假种皮；质硬，胚乳白色。有特异香气，味辛、微苦。,温；辛；归肾、脾经,温脾止泻，摄唾涎，暖肾，固精缩尿。用于脾寒泄泻，腹中冷痛，口多唾涎，肾虚遗尿，小便频数，遗精白浊。,Fructus Alpiniae Oxyphyllae,成熟果实,益智,成熟果实,益智子、益智仁、摘?J子,YI ZHI,,夏、秋间果实由绿变红时采收.晒干或低温干燥。,海南岛、广东、广西,阴虚火旺者禁服。,补益药
《神农本草经》,内服：煎汤，1～3g；冲服或浸酒炖服。,本品呈线形，三分枝，长约3cm。暗红色，上部较宽而略扁平，顶端边缘显不整齐的齿状，内侧有一短裂隙，下端有时残留一小段黄色花柱。体轻，质松软，无油润光泽，干燥后质脆易断。气特异，微有刺激性，味微苦。,平；甘；归心、肝经,活血化瘀通经，凉血解毒。用于经闭瘕瘕，产后瘀阻，温毒发斑，忧郁痞闷，惊悸发狂。,Stigma Croci,花柱头,西红花,花柱头,藏红花、番红花,XI HONG HUA,,11～12月间采挖。摘下柱头，烘干。,中亚地区,月经过多及孕妇禁服。,活血化瘀药
《神农本草经》,内服：煎汤，3～6g；研末，1～2g；或入丸、散。外用：适量，研末敷。,本品呈类圆柱形或不规则块状。表面紫红色或红褐色，切面有致密的纹理。质硬，有油性。气微香，味微苦。,温；辛；归肝、脾经,行气活血，止痛，止血。用于脘腹疼痛，肝郁胁痛，胸痹刺痛，跌扑损伤，外伤出血。,Lignum Dalbergiae Odoriferae,树干的心材,降香,树干的心材,降真香、降真、紫藤香,JIANG XIANG,,全年均可采收。除去边材，阴干。,广东海南岛,阴虚火盛、血热妄行出血者禁服。,止血药
《神农本草经》,内服：煎汤，612g；或浸酒。外用：适量，捣敷。,全草干缩呈棉花团状，上宽下窄，略成倒圆锥形，长10～30cm。全体密被白色或淡黄色长毛。根茎粗壮，表面棕褐色，外皮易剥落，有残留叶柄；叶密集，倒披针形或匙形，枯绿或棕色，两面均有毛；头状花序多数，在茎上部排成椭圆形穗状，总苞半球形，外层苞片条状披针形，有白色绵毛，内层披针形，有黑褐色长毛。花白色，常脱落。瘦果长约3mm；冠毛黑褐色。气微，味淡。,温；甘、苦；归肝、脾、肾经,除寒，壮阳，调经，止血。用于治阳痿，腰膝软弱；妇女崩带，月经不调；风湿性关节炎，外伤出血。,Flos Saussureae,带花全株,雪莲花,带花全株,雪莲、雪荷花、大拇花、大木花,XUE LIAN HUA,,6～7月间开花时采收，拔起全株。除去泥沙，晾干。,新疆,用量不宜过大，孕妇禁服。,活血化瘀药
《神农本草经》,内服：煎汤，3～12g；研末，每次1～1.5g；或入散剂。外用：适量，研末撒或调敷。,本品呈扇面形、三角形、菱形或盾形的扁平片状或半折合状，中间较厚，边缘较薄，大小不一，长宽各为0.7～5cm。外表面黑褐色或黄褐色，有光泽，宽端有数十条排列整齐的纵纹及数条横线纹；窄端光滑。内表面色较浅，中部有一条明显突起的弓形横向棱线，其下方有数条与棱线相平行的细纹。角质，半透明，坚韧而有弹性，不易折断。气微腥，味淡。,微寒；咸；归肝、胃经,通经下乳，消肿排脓，搜风通络。用于经闭瘕瘕，乳汁不通，痈肿疮毒，关节痹痛，麻木拘挛。,Squama Manis,鳞片,穿山甲,鳞片,川山甲、山甲、甲片、鳞片、鲮鲤甲,CHUAN SHAN JIA,,全年均可捕捉。收集鳞甲，洗净，晒干。,广东、广西、贵州,气血虚弱、痈疽已溃及孕妇禁服。,活血化瘀药
《神农本草经》,内服：煎汤，9～15g；或磨汁；或入丸、散。外用：适量，研末调涂。,本品为近圆形、三角形或多角形的板片，长10～20cm，厚1.5～3毫米。边缘较薄，中央稍厚。表面呈暗褐色的半透明体。并有暗褐色与乳黄色的花纹，平滑而有光泽；内面密布白色的条纹或斑点，并有纵横交错的沟纹。质坚韧，不易折断，断面角质。气无。,寒；甘、咸；归心、肝经,清热，解毒，镇惊。用于治热病惊狂，谵语，痉厥，小儿惊痫，痈肿疮毒。,Carapax Eretmochelydis,甲片,玳瑁,甲片,?x瑁，?x瑁甲、明玳瑁、文甲,DAI MAO,,全年可捕获。捕得后，将其倒悬，用沸醋浇泼，其甲即能逐片剥下，去净残肉，洗净。,台湾、福建、广东,虚寒证无火毒者禁服。,平肝息风药
《神农本草经》,内服：煎汤，1.5～3g，宜先煎2小时以上；研末，每次0.3-0.6g；或磨汁，或入丸、散。外用：适量，煎汤或磨汁涂敷；或研末调敷。,本品呈长圆锥形，略呈弓形弯曲，长15～33cm，类白色或黄白色，基部稍呈青灰色。嫩枝对光透视有“血丝”或紫黑色斑纹，光润如玉，无裂纹，老枝则有细纵裂纹。除尖端部分外，有10～16个隆起环脊，间距约2cm，用手握之，四指正好嵌入凹处。角的基部横截面圆形，直径3～4cm，内有坚硬质重的角柱，习称“骨塞”，骨塞长约占全角的1/2或1/3，表面有突起的纵棱与其外面角鞘内的凹沟紧密嵌合，从横断面观，其结合部呈锯齿状。除去“骨塞”后，角的下半段成空洞，全角呈半透明，对光透视，上半段中央有一条隐约可辨的细孔道直通角尖，习称“通天眼”。质坚硬。气无，味淡。,寒；咸；归肝、心经,平肝息风，清肝明目，散血解毒。用于高热惊痫，神昏痉厥，子痫抽搐，癫痫发狂，头痛眩晕，目赤翳障，温毒发狂，痈肿疮毒。,Cornu Saigae Tataricae,角,羚羊角,角,九尾羊角、角、?~羊角,LING YANG JIAO,,全年均可捉捕。猎取后锯取其角，晒干。,新疆、青海,脾虚慢惊禁服。,平肝息风药
《神农本草经》,内服：煎汤，15～30g（大剂量60～120g），宜先煎；或入丸、散。外用：适量，锉粉或烧灰调敷。,本品呈稍扁平而弯曲的锥形，长短不一。表面棕黑色或灰黑色，一侧有数条横向的沟槽，另一侧有密集的横向凹陷条纹。上部渐尖，有纵纹，基部略呈三角形，中空。角质，坚硬。气微腥，味淡。,寒；苦；归心、肝经,清热解毒，凉血，定惊。用于温病高热，神昏谵语，发斑发疹，吐血衄血，惊风，癫狂。,Cornu Bubali,角,水牛角,角,沙牛角,SHUI NIU JIAO,,全年均可采收。于宰牛场收集。取角后，水煮，除去角塞，干燥。,华南、华东,中虚胃寒者慎服。,平肝息风药
《神农本草经》,内服：研末，每次0.2～0.5g；多入丸、散。外用：适量，研末撒或敷。,本品多呈卵形、类球形、三角形或四方形，大小不一，直径0.6～34.5cm，少数呈管状或碎片。表面黄红色至棕黄色，有的表面挂有一层黑色光亮的薄膜，习称“乌金衣”，有的粗糙，具疣状突起，有的具龟裂纹。体轻，质酥脆，易分层剥落，断面金黄色，可见细密的同心层纹，有的夹有白心。气清香，味苦而后甘，有清凉感，嚼之易碎，不粘牙。,凉；甘；归肝、心经,清心，豁痰，开窍，凉肝，息风，解毒。用于热病神昏，中风痰迷，惊痫抽搐，癫痫发狂，咽喉肿痛，口舌生疮，痈肿疔疮。,Calculus Bovis,胆结石,牛黄,胆结石,犀黄,NIU HUANG,,宰牛时，如发现有牛黄，即滤去胆汁，将牛黄取出。除去外部薄膜，阴干。,西北、东北,脾虚便溏及孕妇慎服。,平肝息风药
《神农本草经》,内服：研末，每次0.2～0.5g；多入丸、散。外用：适量，研末撒或敷。,大多呈粉末状，或不规则的球形、方形，表面铅棕色或金黄色。质轻松，气微清香而略腥，味微甜而苦，入口后无清凉感。涂于指甲亦能染成黄色。,凉；苦；归肝、心经,清心，豁痰，开窍，凉肝，息风，解毒。用于热病神昏，中风痰迷，惊痫抽搐，癫痫发狂，咽喉肿痛，口舌生疮，痈肿疔疮。,Calculus Bovis,合成品,人工牛黄,合成品,,REN GONG NIU HUANG,,全年均可生产。人工合成。,天津及北京,脾虚便溏及孕妇慎服。,平肝息风药
《神农本草经》,内服：研末，1～3g；或入丸、散。外用：适量，研末撒或点眼。,琥珀：为不规则的块状、颗粒状或多角形，大小不一，块状者可长达6cm。血红色或黄棕色，表面不平，有光泽。质松脆，捻之即成粉末。气无，味淡，嚼之易碎无沙感。以火燃之易熔，爆炸有声，冒白烟，微有松香气。,平；甘；归心、肝、膀胱经,"镇惊安神,活血散瘀，利尿通淋。用于心神不宁，心悸失眠，惊风癫痫，瘀血阻滞证，淋证，癃闭。",Succinum,化石样物质,琥珀,化石样物质,虎珀、虎魄、江珠、琥魄、兽魄,HU PO,,从地层或煤层中挖出。除去砂石，泥土等杂质。,云南、广西、辽宁、河南、福建,阴虚内热及无淤滞者慎服。,安神药
《神农本草经》,内服：研末，每次，0.3～1g；或入丸、散，不入汤剂。外用：适量，研末干撒、点眼或吹喉。,品呈类球形、长圆形、卵圆形或棒形，直径1.5～8mm。表面类白色、浅粉红色、浅黄绿色或浅蓝色，半透明，光滑或微有凹凸，具特有的彩色光泽。质坚硬，破碎面显层纹。无臭，无味。,寒；咸；归肝、心经,安神定惊，明目消翳，解毒生肌。用于惊悸失眠，惊风癫痫，目生云翳，疮疡不敛。,Margarita,无核珍珠,珍珠,无核珍珠,真朱、真珠、珠子、蚌珠,ZHEN ZHU,,自动物体内取出。洗净，干燥。,广东、安徽、江苏,孕妇慎服。,平肝息风药
《神农本草经》,内服：煎汤，30～50g。外用：适量，研末调敷。,,平；甘、咸；归心、肺、脾、肾经,滋阴润肺，解毒疗疮。用于虚痨咳嗽，鼠瘘恶疮。,Wild Boar fur,动物的皮,野猪皮,动物的皮,,YE ZHU PI,,全年均可捕获。将野猪皮剥去脂肪及猪毛，洗净、晒干。,全国均有,,外用药
《神农本草经》,内服：入丸、散，0.03～0.1g，不入汤剂。外用：适量，研末掺、调敷或入膏药中敷贴。,毛壳麝香：为扁圆形或类椭圆形的囊状体，直径3～7cm，厚2～4cm。开口面的皮革质，棕褐色，略平，密生白色或灰棕色短毛，从两侧围绕中心排列，中间有1小囊孔。另一面为棕褐色略带紫的皮膜，微皱缩，偶显肌肉纤维，略有弹性，剖开后可见中层皮膜呈棕褐色或灰褐色，半透明，内层皮膜呈棕色，内含颗粒状、粉末状的麝香仁和少量细毛及脱落的内层皮膜习称“银皮”。,温；辛；归心、脾经,开窍醒神，活血通经，消肿止痛。用于热病神昏，中风痰厥，气郁暴厥，中恶昏迷，经闭，瘕瘕，难产死胎，心腹暴痛，痈肿瘰疬，咽喉肿痛，跌扑伤痛，痹痛麻木。,Moschus,分泌物,毛壳麝香,分泌物,当门子、脐香、四味臭、臭子、腊子、香脐子,MAO QIAO SHE XIANG,,野麝多在冬季至次春猎取。猎获后，割取香囊，将毛剪短，阴干。,四川、西藏、云南,虚脱证禁服。本品坠胎，孕妇禁内服外用。,开窍药
《神农本草经》,内服：研末，0.3～0.6g。外用：研细末点眼。,完整者如小树。一般均已碎断成短棒状，长2～3cm，直径3～5mm。有分枝或小突起，周围有许多小孔，红色。质坚硬如瓷，不易折断。气味均无。,平；甘；归肝、心经,祛翳明目，安神镇惊。用于目生翳障，惊痫，吐衄。,Coral,石灰质骨骼,珊瑚,石灰质骨骼,,SHAN HU,,用网垂入海底以网采收。除去杂质。,我国沿海,,安神药
《神农本草经》,内服：入丸、散，0.03～0.1g，不入汤剂。外用：适量，研末掺、调敷或入膏药中敷贴。,麝香仁：野生者质软，油润，疏松；其中颗粒状者习称“当门子”，呈不规则圆球形或颗粒状，表面多呈紫黑色，油润光亮，微有麻纹，断面深棕色或黄棕色；粉末状者多呈棕褐色或黄棕色，并有少量脱落的内层皮膜和细毛。饲养者呈颗粒状、短条形或不规则的团块；表面不平，紫黑色或深棕色，显油性，微有光泽，并有少量毛和脱落的内层皮膜。气香浓烈而特异，味微辣、微苦带咸。,温；辛；归心、脾经,开窍醒神，活血通经，消肿止痛。用于热病神昏，中风痰厥，气郁暴厥，中恶昏迷，经闭，瘕瘕，难产死胎，心腹暴痛，痈肿瘰疬，咽喉肿痛，跌扑伤痛，痹痛麻木。,Moschus,分泌物,麝香仁,分泌物,当门子、脐香、四味臭、臭子、腊子、香脐子,SHE XIANG REN,,麝在3岁以后产香最多，每年8～9月为泌香盛期。家麝直接从其香囊中取出麝香仁，阴干或用干燥器密闭干燥。,四川、西藏、云南,虚脱证禁服。本品坠胎，孕妇禁内服外用。,开窍药
《神农本草经》,内服：煎汤，6～10g；或入丸、散。外用：适量，研末调敷；或捣敷；或搐鼻。,本品多为圆形或近圆形的横切片，直径1～2cm，厚0.3～0.5cm。外皮浅褐色或黄褐色，皱缩，有的有根痕或残存须根；切面类白色，粉性，常鼓凸。质脆，易折断。气香特异，味辛辣。,温；辛；归胃经,行气温中，消食，止痛。用于胸膈胀满，脘腹冷痛，饮食不消。,Rhizoma Kaempferiae,根茎,山萘,根茎,三萘子、三赖、山辣、沙姜,SHAN NAI,,冬季采挖。洗净，除去须根，切片，晒干。,广西、云南、广东、台湾,阴虚血亏及胃有郁火者禁服。,温里药
《神农本草经》,内服：煎汤，3～6g。,本品呈长圆柱形，略扭曲，长50～100cm，直径2～3.5cm。表面黄棕色或黄褐色，有纵向凹沟及棱线；节处多膨大，有叶痕及侧枝痕。残存皮部易撕裂。质坚硬，不易折断。切片厚0.2～0.4cm，边缘不整齐，残存皮部黄棕色，木部浅黄棕色或浅黄色，有黄白色放射状纹理及裂隙，其间布满导管孔，髓部较小，类白色或黄棕色，偶有空腔。无臭，味淡。,寒；淡、苦.；归心、肺、小肠、膀胱经；有小毒,清热利尿，通经下乳。用于水肿，淋病，小便不通，关节痹痛，经闭乳少。,Caulis Clematidis Armandii,干燥藤茎,川木通,干燥藤茎,淮木通,CHUAN MU TONG,,春、秋二季采收。除去粗皮，晒干，或趁鲜切薄片，晒干。,四川、贵州、湖南,气弱津伤，精滑遗尿，小便过多及孕妇慎用。,利水渗湿药
《神农本草经》,内服：煎汤，3～6g。,旌节花：呈圆柱形，长30～50cm，直径0.5～1cm。表面白色或淡黄色，无纹理。体轻，质橙软，捏之能变形，有弹性，易折断，断面平坦，无空心，显银白色光泽。水浸后有黏滑感。无臭，无味。膏荚叶表面有浅纵条纹。质较硬，捏之不易变形。水浸后无黏滑感。,寒；甘、淡；归肺、胃经,清热，利尿，下乳。用于小便不利，乳汁不下；尿路感染。,Medulia Stachyuri Medulia Helwingiae,茎髓,小通草,茎髓,旌节花、小通花、通条树,XIAO TONG CAO,,秋季割取茎。截成段，趁鲜取出髓部，理直，晒干。,四川、陕西,气虚无湿热及孕妇慎服。,利水渗湿药
《神农本草经》,内服：煎汤，6～9g；研末，每次1.5～3g。外用：适量，敷贴，或研末撒。,本品为蝶形薄片，除基部外三面延长成宽大菲薄的翅，长5～8cm，宽3.5～4.5cm。表面浅黄白色，翅半透明，有绢丝样光泽，上有放射状纹理，边缘多破裂。体轻，，剥去种皮，可见一层薄膜状的胚乳紧裹于子叶之外。子叶2，蝶形，黄绿色或黄色，长径l～1.5cm。无臭，味微苦。,凉；苦、甘；归肺、肝、胃经,清肺利咽，疏肝和胃。用于肺热咳嗽，喉痹，音哑，肝胃气痛。,Semen Oroxyli,成熟种子,木蝴蝶,成熟种子,千张纸、兜铃、大刀树、三百两银药、玉蝴蝶、破布子、白故纸、海船果心、白玉纸、满天飞,MU HU DIE,,秋、冬二季采收成熟果实。曝晒至果实开裂，取出种子，晒干。,云南、广西、贵州,脾胃虚弱者慎服。,化痰止咳平喘药
《神农本草经》,内服：煎汤，9～30g；或入丸、散。外用：适量，研末调敷；或熬膏贴敷。,本品为不规则的块，大小不等。表面淡红棕色或暗棕色，凹凸不平。质坚硬，不易折断，断面角质样，光亮而平滑。气微，味微苦。,微寒；苦；归肺、脾经,散结，消肿，解毒。用于乳痈，瘰疬；乳腺炎，颈淋巴结结核，慢性淋巴结炎，肥厚性鼻炎。,Rhizoma Bolbostematis,块茎,土贝母,块茎,土贝、大贝母,TU BEI MU,,秋季采挖。洗净，掰开，煮至无白心，取出，晒干。,河南、陕西、山西、河北,,其他
《神农本草经》,内服：煎汤，15～30g（鲜品加倍）；或入丸、散。外用：适量，捣敷或煎水洗。,本品茎呈方柱形，多分枝，四面有纵沟，长0.5～lm；表面绿褐色，粗糙；质硬而脆，断面有髓或中空。叶对生，皱缩，多破碎，绿褐色，完整者展平后叶片3深裂，边缘有锯齿。穗状花序细长，有小花多数。无臭，味苦。,凉；苦；归肝、脾经,活血散瘀，截疟，解毒，利水消肿。用于癜瘕积聚，经闭痛经，疟疾，喉痹，痈肿，水肿，热淋。,Herba Verbenae,地上部分,马鞭草,地上部分,马鞭、龙芽草、凤颈草、紫顶龙芽、铁马鞭、狗牙草、白马鞭,MA BIAN CAO,,6～8月花开时采割。除去杂质，晒干。,湖北、江苏、广西、贵州,气血虚、胃气弱及孕妇慎服。,活血化瘀药
《神农本草经》,内服：煎汤，3～9g；研末，1.5～3g；或浸酒。外用：适量，捣敷；或捣汁点眼。,本品呈不规则短柱状、纺锤状或块状，略弯曲，长1～3cm，直径0.5～1cm。表面暗褐色至灰黑色，具不规则的皱纹及须根或须根痕。顶端常有茎叶残基，外被数层黄褐色鞘状鳞片。质较软，易折断，断面皮部类白色，木部黄白色或黄棕色，略呈放射状。气微，味甘、微苦辛。,寒；甘、苦；归肝经,清热解毒，消肿散结。用于痈肿疔疮，乳痈，瘰疬，毒蛇咬伤。,Radix Semiaquilegiae,块根,天葵子,块根,紫背天葵子，千年老鼠屎,TIAN KUI ZI,,初夏采挖。洗净，干燥，除去须根。,江苏、湖南、湖北,脾胃虚寒者慎服。,清热药
《神农本草经》,内服：煎汤，9～30g；或入丸、散。外用：适量，研末调敷；或熬膏贴敷。,本品呈圆锥形，略弯曲，长5～20cm。表面黄棕色或暗棕色，有纵皱纹及须根痕。根头粗大，顶端有凹陷的茎痕及叶鞘残基，周围有圆柱形支根。质坚硬，不易折断，断面略平坦，黄白色至浅灰黄色，有凹点状油室。气微香，味苦、辛。,温；辛、苦；归肺、脾经,健脾和胃，调气解郁，止痛安胎。用于胸胁、脘腹胀痛，呕吐泻痢，胸胁挫伤，岔气作痛，胎动不安。,Radix Inulae,根,土木香,根,青木香、祁木香、藏木香,TU MU XIANG,,秋季采挖。除去泥沙，晒干。,河北、浙江、四川、河南,,理气药
《神农本草经》,内服：煎汤，15～30g（鲜品加倍）；或捣汁饮。外用：适量，捣烂敷、绞汁涂或煎水洗。,车前：根丛生，须状。叶基生，具长柄；叶片皱缩，展平后呈卵状椭圆形或宽卵形，长6～13cm，宽2.5～8cm；表面灰绿色或污绿色，具明显弧形脉5～7条；先端钝或短尖，基部宽楔形，全缘或有不规则波状浅齿。穗状花序数条，花茎长。蒴果盖裂，萼宿存。气微香，味微苦。平车前：主根直而长。叶片较狭，长椭圆形或椭圆状披针形，长5～14cm，宽2～3cm。,寒；甘；归肝、肾、肺、小肠经,清热利尿，祛痰，凉血，解毒。用于水肿尿少，热淋涩痛，暑湿泻痢，痰热咳嗽，吐血衄血，痈肿疮毒。,Herba Plantaginis,全草,车前草,全草,当道、牛舌菜、虾蟆衣、牛遗、车轮菜、地胆草、白贯草,CHE QIAN CAO,,夏季采收。除去泥沙，晒干。,分布几遍全国,精滑不固者禁服。,利水渗湿药
《神农本草经》,内服：煎汤，3～10g；研末、熬膏或浸酒。外用：适量，熬膏涂；捣烂外敷。,本品呈椭圆形，直径2～3.5mm，厚1～1.5mm。表面棕黑色，有的红棕色，有光泽，两面微凹，中部略有纵向隆起。顶端有突起的柱基，基部有浅棕色略突起的果梗痕，有的有膜质花被残留。质硬。气微，味淡。,微寒；咸；归肝、胃经,散血消淤，消积止痛。用于?Y瘕痞块，瘿瘤肿痛，食积不消，胃脘胀痛。,Fructus Polygoni Orientalis,成熟果实,水红花子,成熟果实,水荭子、荭草实,SHUI HONG HUA ZI,,秋季果实成熟时割取果穗。晒干，打下果实，除去杂质。,江苏、辽宁、四川、山东、吉林,血分无瘀滞及脾胃虚寒者慎服。,活血化瘀药
《神农本草经》,内服：3～9g，用开水或黄酒化服；或入丸剂。,,微寒；咸，微甘；归肺、肝、肾经,滋阴退热，软坚散结。用于阴虚潮热，虚劳咳嗽，久疟，疟母，痔核肿痛，血虚经闭。,Colla Carapacis Trionycis,背甲,鳖甲胶,背甲,,BIE JIA JIAO,,宰杀时收集。背甲煎熬而成胶块。,湖北、安徽、江苏、河南、湖南、浙江、江西,脾胃虚寒、食减便溏及孕妇忌服。,补益药
《神农本草经》,内服：烊化，5～15g。,为四方形的扁块，长约2.6cm，宽约2.5cm，厚约0.8cm，褐色略带微绿，上面有老黄色略带猪鬃纹之“油头”，对光视之，透明，洁净如琥珀。质坚硬。以松脆、透明者为佳。,平；甘、咸；归心经,滋阴、补血，止血。用于阴虚血亏，劳热骨蒸，吐血，衄血，烦热惊悸，肾虚腰痛，脚膝痿弱，崩漏，带下。,Colla Carapacis et Plastri Testudinis,甲壳,龟甲胶,甲壳,龟胶、龟版胶、龟版膏,GUI JIA JIAO,,宰杀时收集。甲壳煎熬而成胶块。,浙江、湖北、湖南,胃有寒湿者禁服。,补益药
《神农本草经》,内服：煎汤，15～30g（鲜品50～100g）；或鲜品捣汁。外用：适量，鲜品捣敷、汁涂，或煎水湿敷，或研末调搽。,本品茎纤细，长可达20cm以上，部分节上可见纤细的不定根。3叶轮生，叶片倒披针形至矩圆形，绿色，肉质，长1.5～2.8cm，宽0.3～0.7cm，先端近急尖，基部急狭，有矩。气微，味微苦。,凉；甘、淡；归肝、胆、小肠经,清热，消肿，解毒。治咽喉肿痛，肝炎，热淋，痈肿，水火烫伤，蛇、虫咬伤。,Herba Sedi Sarmentosi,全草,垂盆草,全草,山护花、鼠牙半支、半枝莲、狗牙草、佛指甲、瓜子草、狗牙半支,CHUI PEN CAO,,夏、秋二季采收。除去杂质。鲜用或干燥。,全国多数省区均有,脾虚腹泻者慎服。,利水渗湿药
《神农本草经》,内服：煎汤，3～9g；或入丸、散。,呈不规则的扁长圆形或略成扁肾形，长5～15mm，宽2～6mm，厚2～3mm。萼片灰绿色，基部连合，先端5齿裂，裂片披针形，其中2齿合生，表面密被黄白色毛茸。基部有两片批针钻形的小苞片。花瓣5片等长，突出于萼外或被花萼包被，蓝紫色，外部颜色较浅，呈淡紫色。气微弱，味淡。,凉；甘；归胃经,解酒醒脾。治伤酒发热烦渴，不思饮食，呕逆吐酸，吐血，肠风下血。,Flos Puerariae,干燥花,葛花,干燥花,葛条花,GE HUA,,11～12月间采挖。去掉梗叶，晒干。,我国南北均产,无酒毒者不可服。,其他
《神农本草经》,内服：研末，入丸、散，0.06～0.15g，不入汤剂。外用：适量，研末调敷或干撒。,为片状结晶，状似雪花。色白，有银色光泽。体轻，手捻易碎成白色粉末。,寒；辛；入肝、肾经；有毒,杀虫，攻毒，利水，通便。治疥癣，瘰疬，梅毒，下疳，皮肤溃疡，水肿，膨胀，大小便闭。,Calomelas,氯化亚汞结晶,轻粉,氯化亚汞结晶,水银粉、汞粉、峭粉、腻粉、银粉、扫盆,QING FEN,,全年均可制作。用胆矾、水银、食盐等经加工而成。,湖北、河北、湖南、云南,不可过量和久用，内服慎用，孕妇禁用。,外用药
《神农本草经》,内服：煎汤，0.6～1.5g；浸酒或入丸、散。外用：捣擦。,本品数朵花簇生于一总柄上，多脱落为单朵，灰黄色至黄褐色，皱缩。花萼5裂，裂片半圆形至三角形，边缘有较长的细毛；花冠钟状，筒部较长，约至2.5cm，顶端卷折，5裂，花瓣宽卵形，先端钝或微凹；雄蕊5，花丝卷曲，等长或略长于花冠，中部以下有茸毛，花药红棕色，顶孔裂；雌蕊1，柱头头状；花梗长1～2.8cm，棕褐色，有短茸毛。气微，味微麻。,温；辛；归肝经；有大毒,祛风除湿，散瘀定痛。用于风湿痹痛，跌打损伤，皮肤顽癣。,Flos Rhododendri Mollis,花,闹羊花,花,羊踯躅花、踯躅花、惊羊花、老虎花、石棠花、三钱三,NAO YANG HUA,,4-5月间花开放时选择晴天采收。采下后立即晒干。,江苏、浙江、安徽、湖南,不宜多服、久服。体虚者及孕妇禁用。,祛风湿药
《神农本草经》,内服：煎汤，9～15g；浸酒或熬膏。外用：煎水洗。,呈细长圆柱形，直径5～20mm，外表灰褐色或棕褐色，有纵皱及横向皮孔，节处膨大。体轻，质坚实而脆，易折断，断面灰黄色或淡灰棕色，不平坦。横切面韧皮部很窄，木质部导管与射线呈放射状排列，导管较大，中央为圆形的髓。气弱，味苦。,平；苦、辛；归肝、脾经,祛风湿，通经络，利小便。用于风湿痹痛，关节肿胀，麻痹瘙痒。,Caulis Sinomenii,根,青风藤,根,青藤、寻风藤、清风藤、滇防己、大青木香、青防己,QING FENG TENG,,秋末冬初采割。扎把或切长段，晒干。,江苏、浙江、湖北,脾胃虚寒者慎服。,祛风湿药
